Completion %,Critic Rating,Format,My Rating,Date Finished,Hours Played,Release Date,Date Started,HLTB Complete,HLTB Extras,HLTB Story,Banner URL,Developer,Platform,Poster URL,Publisher,Review,Status,Summary,Title
0,0,0,0,,4.766666666666667,,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc8iwk.png,Insomniac Games,,https://images.igdb.com/igdb/image/upload/t_original/co1pxp.png,Sony Interactive Entertainment,,Collection,"Experience the Game of the Year Edition of Marvel’s Spider-Man, which includes the full game, plus Marvel’s Spider-Man: The City That Never Sleeps complete DLC story arc content.

This isn’t the Spider-Man you’ve met or ever seen before. This is an experienced Peter Parker who’s more masterful at fighting big crime in New York City. At the same time, he’s struggling to balance his chaotic personal life and career while the fate of Marvel’s New York rest upon his shoulders.",Marvel's Spider-Man: Game of the Year Edition
0,75,0,0,,0.0,2018-05-24,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/af0hy9ukytjkqly5b5ug.png,P Studio,PS4,https://images.igdb.com/igdb/image/upload/t_original/co5cbi.png,Atlus,,Collection,Dancing game featuring characters from Persona 5.,Persona 5: Dancing in Starlight
0,84,0,0,,0.08333333333333333,2018-03-21,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/puyedesytuicmbqgqoir.png,Media Vision,PS4,https://images.igdb.com/igdb/image/upload/t_original/co20r6.png,Sega,,Collection,"A Continent Engulfed in the Bitter Flames of War! Commander Claude Wallace and his childhood friends set out to fight in a desperate war, but bone-chilling blizzards, waves of imperial soldiers, and the godlike powers of the Valkyria stand between them and victory.",Valkyria Chronicles 4
0,76,0,0,,0.1,2017-08-15,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/zlkrgd6re31fzznlqetg.png,Colossal Order,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1mx3.png,Paradox Interactive,,Collection,"Cities: Skylines is a modern take on the classic city simulation genre. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience. From the makers of the Cities in Motion franchise, the game boasts a fully realized transport system. It also includes the ability to mod the game to suit your play style as a fine counter balance to the layered and challenging simulation. You're only limited by your imagination, so take control and reach for the sky!",Cities: Skylines
0,62,0,0,,0.03333333333333333,2016-02-29,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/vx9nlcvdpuwiblm59yxz.png,Tribute Games,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1vud.png,Tribute Games,,Collection,"Kinuhime was killed by a ninja demon. Now, Hayate has become obsessed with revenge! But can revenge bring her back?",Ninja Senki DX
0,63,0,0,,0.18333333333333332,2016-08-30,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/xphmmxklgqrmzv3tqdoy.png,Kunos Simulazioni,PS4,https://images.igdb.com/igdb/image/upload/t_original/co3wib.png,Kunos Simulazioni,,Collection,"Assetto Corsa features an advanced DirectX 11 graphics engine that recreates an immersive environment, dynamic lighthing and realistic materials and surfaces. The advanced physics engine is being designed to provide a very realistic driving experience, including features and aspects of real cars, never seen on any other racing simulator such as tyre flat spots, heat cycles including graining and blistering, very advanced aerodynamic simulation with active movable aerodynamics parts controlled in real time by telemetry input channels, hybrid systems with kers and energy recovery simulation. Extremely detailed with single player and multiplayer options, exclusive licensed cars reproduced with the best accuracy possible, thanks to the official cooperation of Car Manufacturers.",Assetto Corsa
0,87,0,0,,0.43333333333333335,2014-11-18,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc8vub.png,BioWare Edmonton,PS4,https://images.igdb.com/igdb/image/upload/t_original/co2mvy.png,Electronic Arts,,Collection,"Dragon Age: Inquisition is a role-playing game and the third main game in the Dragon Age series. It is set in the Thedas continent, the same fantasy world as the two previous games. It consist of two large countries: Ferelden (from Dragon Age: Origins) and Orlais, as well as the land inbetween.

True to the spirit of the series the character can be customized for appearance, sex, class and race. The available races are dwarf, elf, human, and Qunari and the classes are mage, rogue, and warrior with three specializations each. To grow the Inquisition experience needs to be earned by completing quests, which allows the player to further define allegiances and pursue romances.

A custom party can be defined and each member benefits from experience as it opens up access to better weapons and more abilities. Power points open up new areas and Inquisition points define the influence over the region; each new level provides a perk that benefits the entire Inquisition.",Dragon Age: Inquisition
0,66,0,0,,0.08333333333333333,2015-05-01,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/qd9jns28ycwqztcs2ugo.png,Galapagos RPG,PS4,https://images.igdb.com/igdb/image/upload/t_original/co28bf.png,Compile Heart,,Collection,"Omega Quintet is a hybrid between an idol simulation game and a Japanese role-playing game for the PlayStation 4. The player plays as Takuto, the manager of the Verse Maidens, an idol group that use the power of song and dance to fight off a phenomenon called the ""Beep"" and save the world.",Omega Quintet
0,82,0,0,,0.08333333333333333,2015-01-27,,12.069444444444445,11.533055555555556,10.773888888888889,https://images.igdb.com/igdb/image/upload/t_original/hu5bxodqypmlee03ez9a.png,Double Fine Productions,Vita,https://images.igdb.com/igdb/image/upload/t_original/co27pj.png,Double Fine Productions,,C Play Later,"Something's rotten in the land of the dead, and you're being played for a sucker. Meet Manny Calavera, travel agent at the Department of Death. He sells luxury packages to souls on their four-year journey to eternal rest. But there's trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his very salvation.

One of the most acclaimed adventure games of all time is now back, better than ever. Grim Fandango's epic story of four years in the life (or death) of Manny Calavera, travel agent to the dead, has been remastered to look, sound, and control even better than when it won GameSpot's Game of the Year award upon its original launch. Grim Fandango still stands as a classic of the genre, with unforgettable characters and unique combination of film noir and Mexican folklore.",Grim Fandango Remastered
100,96,2,10,2021-10-10,1.3833333333333333,2018-09-18,2021-10-08,20.810555555555556,10.936388888888889,6.760277777777778,https://images.igdb.com/igdb/image/upload/t_original/tz5ypjqhppmtypognq7o.png,tobyfox,Switch,https://images.igdb.com/igdb/image/upload/t_original/co2855.png,8-4,,Completed,"A small child falls into the Underground, where monsters have long been banished by humans and are hunting every human that they find. The player controls the child as they try to make it back to the Surface through hostile environments, all the while engaging with a turn-based combat system with puzzle-solving and bullet hell elements, as well as other unconventional game mechanics.",Undertale
0,66,0,0,,0.21666666666666667,2019-03-14,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/i3lcwd55hhzxlcvsiyaa.png,Ganbarion,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1syt.png,Bandai Namco Entertainment,,Collection,"Set sail on an all-new ONE PIECE adventure in ONE PIECE World Seeker! Luffy and the Straw Hat Pirates are back in a new story that puts players’ into Luffy’s point of view, as he battles and explores an expansive and seamless world. Open landscapes provide many paths for players to experience Luffy’s gum-gum abilities and swing into action.",One Piece: World Seeker
5,52,0,0,,6.85,2015-08-11,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/dgcbymlhnacfyhwxvtaa.png,Coffee Stain Studios,PS4,https://images.igdb.com/igdb/image/upload/t_original/co2dhr.png,Coffee Stain Studios,,Collection,"Goat Simulator is a third-person perspective game in which the player controls a goat. There does not appear to be any kind of storyline or plot. The player is free to explore the game's world as a goat, destroying things in the environment, running, jumping, and licking. ""Goat Simulator is like an old school skating game, except instead of being a skater, you're a goat, and instead of doing tricks, you wreck stuff,"" explained the game's creators.",Goat Simulator
0,77,0,0,,0.05,2017-11-10,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/osrl1l2pqelaryubqhg5.png,Knuist & Perzik,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1v3a.png,SOEDESCO Publishing,,Collection,"Enter the wondrous world of Wuppo! Fight numerous enemies, collect countless items, and solve immersive puzzles, all while exploring the detailed history of the world in your quest to find a new home.",Wuppo
10,65,0,0,,0.2833333333333333,,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/djlcrntdbzwk7zftrnof.png,Viewpoint Games,,https://images.igdb.com/igdb/image/upload/t_original/.png,Viewpoint Games,,Collection,"Requires Oculus Rift DK1 / DK2 headset.

The checkered flag is about to drop on a new Virtual Reality racing game!
Get in the drivers’ seat and experience racing like never before.",VR Karts
0,80,0,0,,5.7,2016-08-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/xdyb6fjatrbenezshv9k.png,Giant Squid,PS4,https://images.igdb.com/igdb/image/upload/t_original/co28sy.png,505 Games,,Collection,"Abzu is an exploration game where you are a lone diver in a lush ocean world. The diver descends deeper and deeper into the depths, where she will encounter majestic creatures, discover ancient secrets, and search for her true purpose. Abzu roughly translates to ""The Ocean of Wisdom"" from ancient Sumerian.",Abzu
4,83,0,0,,3.6166666666666667,2016-08-19,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/gb8vcccajlqdjdfre4jq.png,Codemasters Birmingham,PS4,https://images.igdb.com/igdb/image/upload/t_original/co2q4b.png,Codemasters,,Collection,"F1 2016’s new career mode spans 10 seasons and will take you deeper into the world’s most glamorous, exciting and prestigious motorsport, both on and off the track. The life-like recreation of the sport will be further enhanced by the addition of the sport’s iconic Safety Car and Virtual Safety Car, which have been written from the ground up, as well as the introduction of the challenging new street circuit in Baku, Azerbaijan for the 2016 FORMULA 1 GRAND PRIX OF EUROPE.",F1 2016
0,88,0,0,,121.63333333333334,2014-11-18,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/o7q3ikzmkjxbftrd64ok.png,Rockstar North,PS4,https://images.igdb.com/igdb/image/upload/t_original/co2lbd.png,Rockstar Games,,Collection,"Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.",Grand Theft Auto V
6,80,0,0,,1.6333333333333333,,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scica9.png,Capcom Production Studio 4,,https://images.igdb.com/igdb/image/upload/t_original/co2vz8.png,Capcom,,Collection,"Resident Evil is the 2002 remake of the original 1996 video game of the same name featuring various improvements and gameplay overhaul. The game features all-new graphics and sound, and also incorporates gameplay elements from the earlier installments. While the overall plot remained mostly unchanged, several new areas and rooms were added to the game. This remake also features many additional modes, secrets and various endings over the original.",Resident Evil
28,96,0,0,,82.98333333333333,2018-04-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/qseegzssgetrybgbplrv.png,SIE Santa Monica Studio,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1tmu.png,Sony Interactive Entertainment,,Collection,"God of War is the sequel to God of War III as well as a continuation of the canon God of War chronology. Unlike previous installments, this game focuses on Norse mythology and follows an older and more seasoned Kratos and his son Atreus in the years since the third game. It is in this harsh, unforgiving world that he must fight to survive… and teach his son to do the same.",God of War
4,64,0,0,,0.1,2016-12-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/t1iqdyyebctyz9bfzjof.png,Paladin Studios,PS4,https://images.igdb.com/igdb/image/upload/t_original/co3itk.png,Paladin Studios,,Collection,"Momonga is a unique pinball game, where you bounce a flying squirrel through different levels. Enemies, boss fights, exploration - it has all the ingredients of good old action-adventure games, but with flippers!",Momonga Pinball Adventures
0,70,0,0,,0.15,2018-11-30,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/pa7uccfll7vecjkeecpo.png,Milestone,PS4,https://images.igdb.com/igdb/image/upload/t_original/co27f9.png,Milestone,,Collection,"Ride the most beautiful and powerful bikes ever crafted. Explore the most amazing roads in the world on your two wheels companion. Customize your bike's every single detail, making it a reflection of your riding style and your own personality. Feel the adrenaline, the competition, the freedom.",Ride 3
0,91,0,0,,30.45,2021-01-28,,173.40583333333333,103.16305555555556,51.38527777777778,https://images.igdb.com/igdb/image/upload/t_original/mnljdjtrh44x4snmierh.png,CD Projekt RED,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1wyy.png,WB Games,,C Play Later,"RPG and sequel to The Witcher 2 (2011), The Witcher 3 follows witcher Geralt of Rivia as he seeks out his former lover and his young subject while intermingling with the political workings of the wartorn Northern Kingdoms. Geralt has to fight monsters and deal with people of all sorts in order to solve complex problems and settle contentious disputes, each ranging from the personal to the world-changing.",The Witcher 3: Wild Hunt
0,84,0,0,,1.6166666666666667,2017-08-29,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/hrau61imxs542zl6k69k.png,Obsidian Entertainment,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1z3j.png,Paradox Interactive,,Collection,"Pillars of Eternity, the ultimate role-playing experience on PC, comes to Xbox One and PlayStation 4, this fall! Created by and for role-playing fans by Obsidian Entertainment, masters of the RPG genre, Pillars started as a Kickstarter project, where it shattered all funding goals and pulled in more than 75,000 backers. From there, it released to broad critical acclaim, won dozens of awards, and has been a fan favorite on the PC. Now, Paradox Arctic, in partnership with 505 Games, is bringing Pillars' fantastical world, tactical combat, and unforgettable story to fans on a whole new platform. Pillars of Eternity: Complete Edition includes all previously released additional content from the PC version, including all DLC and expansions in a single package.

But Pillars of Eternity: Complete Edition goes beyond just offering everything together. Paradox Arctic has thoroughly updated the Xbox One and PlayStation 4 versions of the award-winning RPG for play with a controller, and have entirely redesigned the UI for easy viewing on televisions. Players will be able to easily navigate the game's detailed character creation, real-time-with-pause combat, and party management from their couches thanks to new TV-friendly menus and controls.

Pillars of Eternity: Complete Edition features

• Award-winning writing, story and artwork of Pillars of Eternity, along with the expanded world and content of The White March: Parts I & II
• Countless character creation options, from races and classes to character backgrounds which drive your personal story
• An epic universe to explore, filled with intriguing party members and companions, a variety of in-game factions, and a lovingly rendered world to traverse
• All major updates from the original PC version, including a raised level cap, expanded party AI options, and new difficulty levels
• New UI and controls designed from the ground up, presenting the Pillars of Eternity experience like never before",Pillars of Eternity: Complete Edition
0,78,0,0,,0.03333333333333333,2016-02-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/anhshaxfszeorro7zgzh.png,SCE Japan Studio,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1hus.png,Sony Computer Entertainment,,Collection,"Gravity Rush is an action-adventure video game developed by SIE Japan Studio and Project Siren, and published by Sony Computer Entertainment. Gravity Rush Remastered is the PS4 remaster of the original Gravity Rush game which is bundled with all the previously released downloadable content.",Gravity Rush Remastered
0,70,0,0,,0.21666666666666667,2017-10-31,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/yvhyilikfxpzxryvnxty.png,Saber Interactive,PS4,https://images.igdb.com/igdb/image/upload/t_original/co1m95.png,Focus Entertainment,,Collection,"Like Spintires before it, Spintires: MudRunner puts players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides! This edition comes complete with a brand new Sandbox Map joining the original game's 5 environments, a total graphical overhaul, a new Challenge mode with 9 new dedicated maps, 13 new vehicles and other comprehensive improvements.",MudRunner
1,85,0,0,,5.6,,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc8bjh.png,Sumo Digital,,https://images.igdb.com/igdb/image/upload/t_original/co4522.png,Sony Interactive Entertainment,,Collection,"Iconic PlayStation hero, Sackboy returns in an all-new 3D adventure with a deeply immersive and expressive control scheme. Players can go on this epic platforming journey solo-style, or they can team up with friends for collaborative, chaotic multiplayer fun.",Sackboy: A Big Adventure
0,89,0,0,,0.0,2010-11-16,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/a8tljw5ltoepwulsmo3v.png,Criterion Games,PC,https://images.igdb.com/igdb/image/upload/t_original/co2h9s.png,Electronic Arts,,Collection,Become Seacrest County's top cop or most wanted racer!,Need for Speed: Hot Pursuit
0,0,0,0,,0.0,2013-04-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/ztegj7p7sagkae4a1qex.png,Colossal Order,PC,https://images.igdb.com/igdb/image/upload/t_original/co1vqu.png,Paradox Interactive,,Collection,"Cities in Motion 2 (CIM2) is the sequel to the popular mass transit simulation game Cities in Motion. Build, manage and lead your transportation network to provide cities with their ever changing needs. Cities in Motion 2 introduces new features including multiplayer game modes, day and night cycles, timetables and dynamic cities.",Cities in Motion 2
0,68,0,0,,0.0,2014-05-08,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/tn5flsdhelwifzu1p1pk.png,Big Finish Games,PC,https://images.igdb.com/igdb/image/upload/t_original/co2rke.png,Atlus,,Collection,"Tesla Effect: A Tex Murphy Adventure (developed under the working title Project Fedora) is the upcoming sixth game in the Tex Murphy series of detective adventure games, developed by Big Finish Games and published by Atlus. Like the previous three games, it will tell much of its story through live-action full-motion video sequences, and feature freely explorable 3D environments during gameplay.",Tesla Effect: A Tex Murphy Adventure
0,0,0,0,,0.0,2019-07-10,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc6q9j.png,34BigThings srl,PC,https://images.igdb.com/igdb/image/upload/t_original/co1mrq.png,Raiser Games,,Collection,"Goat of Duty is a fast-paced multiplayer shooter where goats armed to the horns bleat face to face in a relentless deathmatch. Ram and troll your friends, don the craziest goatstumes, and put your skills to the test in the quirkiest FPS ever. Are you ready to become the GOAT of goats?",Goat of Duty
0,78,0,0,,0.0,2017-02-14,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/nsi6pewwgssuv3gfm5wn.png,Daylight Studios,PC,https://images.igdb.com/igdb/image/upload/t_original/co24wt.png,Rising Star Games,,Collection,"Welcome cosmonauts, to the perilous and patulous potato universe of Holy Potatoes! We’re in Space?! - A game where you manage your own spaceship while hurtling through a spud filled universe!",Holy Potatoes! We're in Space?!
0,0,0,0,,0.0,,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scd324.png,,,https://images.igdb.com/igdb/image/upload/t_original/.png,,,Collection,"This pack gives you 49 unique cars in 12 classes – over 500 combinations. Extreme versions of the already spectacular World Touring Cars, exclusive road cars from prestigious brands.",Race 07: GTR Evolution Expansion Pack
0,65,0,0,,0.0,2011-02-24,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/gwnuysypavw03mun9rhh.png,Wadjet Eye Games,PC,https://images.igdb.com/igdb/image/upload/t_original/co2h9o.png,Wadjet Eye Games,,Collection,"Gemini Rue is a neo-noir classic adventure game from the creator of acclaimed Blackwell Series, Wadjet Eye Games. The game features:

- Over 60 hand-drawn backgrounds
- A moody, film noir atmosphere
- Control both Azriel and Delta-Six
- An innovative investigation system
- A gripping sci-fi mystery",Gemini Rue
0,80,0,0,,0.0,2013-06-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/g56gzaw694t6saitvcvz.png,Nadeo,PC,https://images.igdb.com/igdb/image/upload/t_original/co6k7z.png,Ubisoft Entertainment,,Collection,"With over 12 million players, Stadium is the all time favorite racer on PC. A classic needs to stay true to its roots. The acclaimed gameplay of Stadium remains identical: same speed, same controls, same blocks!

This core experience is improved by ManiaPlanet: better graphics and more tools for the community. Lots of competitions, new maps and game modes. The most creative community on PC can now benefit from ManiaPlanet cutting edge technologies.",TrackMania 2: Stadium
0,0,0,0,,0.0,2011-09-05,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/xrnbnjstjzlqpbqjvj8j.png,Nemesys Games,PC,https://images.igdb.com/igdb/image/upload/t_original/ac8tiaryxttqqnl00wlq.png,Nemesys Games,,Collection,"Every race is different in Ignite. Each race brings something new as players try to win by using their own tactics. The score system in Ignite allows for tactics to be used during a race. Gathering score allows the use of nitro in the race and converts to time bonus at the end. So short term usage of nitro can help the players get out of situations ahead of the others but using a lot of nitro and thus score may cost him the game. There are different methods of gathering score (drafting, hitting objects, drifting) and some cars are more suited for a method then the other. Choosing the right car for the preferred method and playing out your strategy will make the player win the game.",Ignite
0,0,0,0,,0.0,2015-12-01,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/pklrhwop1iszy6re5dv3.png,Afterthought Games,PC,https://images.igdb.com/igdb/image/upload/t_original/ghd15yzvp5wzibz8tp8r.png,Afterthought Games,,Collection,"The Isle is intended to be a gritty, open-world survival horror game. Explore vast landscapes of dense forest and open plains, traverse treacherous mountains and wade through dark swamps where horrors lurk. Hidden within are ruins that hold insight as to what came before. Through it all, keep in mind there is only one goal: survive.",The Isle
0,0,0,0,,0.0,1999-01-19,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/zutjtdvp2lsa2ofj986w.png,Sven Co-op Team,PC,https://images.igdb.com/igdb/image/upload/t_original/co66kg.png,Sven Co-op Team,,Collection,Sven Co-op is a co-operative game originally based around Valve Software's Half-Life. In this game players must work together against computer controlled enemies and solve puzzles as a team.,Sven Co-op
0,71,0,0,,0.0,2017-07-11,,3.9816666666666665,3.612222222222222,3.1766666666666667,https://images.igdb.com/igdb/image/upload/t_original/lxxpionbzou9bvkipira.png,Sand Sailor Studio,PC,https://images.igdb.com/igdb/image/upload/t_original/co22yw.png,Square Enix,,Collection,"Black The Fall is an atmospheric side-scrolling shooter with puzzle solving elements.

An odd and unexpected black and white dream inspired by a childhood passed behind the Iron Curtain.

Discover an industrialized long lost world living in the shadow of the totalitarian state. Everyone should be regarded as a potential enemy, an informer, a criminal. Amnesic and unaware of circumstances which brought you into this place, you begin your journey which should reveal the mystery. Moving through a peculiar world you'll have to kill in order to survive, to solve different puzzles and to learn when to be brave and when to hide.

An early-access version of the game was released on Steam in June of 2014, as well as campaign through Kickstarter in the same year.",Black the Fall
0,80,0,0,,0.0,,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/mnbpizsyzqju6v1m9gwa.png,Smilebit,,https://images.igdb.com/igdb/image/upload/t_original/co3rjd.png,Sega,,Collection,"The government is attempting to silence the kids of Tokyo, but with their Overdrive Magnetic-Motor Skating Shoes, the cops will have to catch 'em first. The Jet Grind Radio program keeps the kids unified and inspired to fight for their rights of expression, which includes graffiti art. Grab your spray cans and design your own piece on one of the immense walls in the 3D, interactive city. You might be forced to protect your territory from adversaries that want to take over your neighborhood. Join up with like-minded hip individuals that will help you keep your area the way you want it. The cops will be after you too, so you'll have to be quick. The 10 cartoon-style characters are pumped up with polygons so they come alive in 3D on Dreamcast. Uniqueness is key to these kids and each character stands apart with exclusive abilities and style. They like to show off too, and with 18 missions, there's plenty of time to impress. It's fast, it's fun, and it's definitely funky.",Jet Grind Radio
0,90,0,0,,0.0,2015-06-04,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/q1qoon0lbhyojxoyfarz.png,Studio Monolith,PC,https://images.igdb.com/igdb/image/upload/t_original/co265j.png,Studio Monolith,,Collection,"Get ready to enter a new era of physics platforming. 

Polyball is a classic ball rolling game in the vein of Super Monkey Ball, Marble Madness, and Marble Blast - while taking cues from games such as the Sonic series, Trials, and Mario Kart.",Polyball
0,88,0,0,,0.0,2008-12-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/ywnl0sqqi9wslnyw60l9.png,Rockstar North,PC,https://images.igdb.com/igdb/image/upload/t_original/co2lbv.png,Rockstar Games,,Collection,"Grand Theft Auto IV is an action-adventure video game developed by Rockstar North and published by Rockstar Games. It is the eleventh title in the Grand Theft Auto series, and the first main entry since 2004's Grand Theft Auto: San Andreas.

The game is played from a third-person perspective and its world is navigated on-foot or by vehicle. Throughout the single-player mode, players play as Niko Bellic. An online multiplayer mode is included with the game, allowing up to 32 players to engage in both co-operative and competitive gameplay in a recreation of the single-player setting.

Two expansion packs were later released for the game, The Lost and Damned and The Ballad of Gay Tony, which both feature new plots that are interconnected with the main Grand Theft Auto IV storyline, and follow new protagonists.",Grand Theft Auto IV
0,85,0,0,,0.0,2008-09-16,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/i1ucakdnk52r3i2rbpdm.png,CD Projekt RED,PC,https://images.igdb.com/igdb/image/upload/t_original/co1wxs.png,Atari,,Collection,"Based on the novels by a popular Polish writer Andrzej Sapkowski, The Witcher is an action-oriented, epic fantasy RPG that takes players on a journey through a world which in many ways mirrors our own. Take on the role of Geralt of Rivia, a professional monster hunter, as he embarks on a quest of self-discovery and revenge.

The game's time-delayed decision-consequence system ensures that the consequences of your choices will become apparent only in the following chapters of Geralt's story, discouraging returns to a previous save point.

The Enhanced Edition includes technical and gameplay improvements that bring shorter loading times, more natural animations, and improved inventory, among others. Two new adventures titled The Price of Neutrality and Side Effects will extend players' enjoyment of the game. Finally, the ""D'jinni Adventure Editor"" enables players to create their adventures and shared them with others.",The Witcher: Enhanced Edition
0,0,0,0,,0.0,2004-12-24,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scmd40.png,Facepunch Studios,PC,https://images.igdb.com/igdb/image/upload/t_original/co1mxa.png,Valve,,Collection,"Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.

You spawn objects and weld them together to create your own contraptions - whether that's a car, a rocket, a catapult or something that doesn't have a name yet - that's up to you. You can do it offline, or join the thousands of players who play online each day.

If you're not too great at construction - don't worry! You can place a variety of characters in silly positions. But if you want to do more, we have the means.",Garry's Mod
0,84,0,0,,0.0,2007-11-13,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/lncd5bia8oz9huhao0cp.png,Crytek Frankfurt,PC,https://images.igdb.com/igdb/image/upload/t_original/co2on1.png,Electronic Arts,,Collection,"From the makers of Far Cry, Crysis offers FPS fans the best-looking, most highly-evolving gameplay, requiring the player to use adaptive tactics and total customization of weapons and armor to survive in dynamic, hostile environments including Zero-G.",Crysis
0,78,0,0,,0.0,2017-08-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sfzp7bfffimjyvky3i6b.png,Fullbright,PC,https://images.igdb.com/igdb/image/upload/t_original/co2tge.png,Fullbright,,Collection,"Tacoma is a sci-fi narrative adventure set aboard a high-tech space station in the year 2088. Explore every detail of how the station's crew lived and worked, finding the clues that add up to a gripping story of trust, fear, and resolve in the face of disaster.",Tacoma
0,0,0,0,,0.0,2011-05-09,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/w1w0zpzrocbws4d9ulie.png,Dark Energy Digital,PC,https://images.igdb.com/igdb/image/upload/t_original/co2gtk.png,Dark Energy Digital,,Collection,"Hydrophobia is a action/adventure survivor game utilizing the revolutionary HydroEngine technology to place you inside the flooding lower decks of the Queen of the World. Flowing water behaves completely realistically, creating a chaotic, dangerous and ever-changing environment. As systems engineer Kate Wilson,, you must use every tool at your disposal to survive and escape the rising waters.",Hydrophobia: Prophecy
0,0,0,0,,0.0,2004-11-30,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/e90fgnt9fdsc8qs1f8fs.png,Valve,PC,https://images.igdb.com/igdb/image/upload/t_original/co2mw4.png,Valve,,Collection,Fast multiplayer action set in the Half-Life 2 universe! HL2's physics adds a new dimension to deathmatch play. Play straight deathmatch or try Combine vs. Resistance teamplay. Toss a toilet at your friend today!,Half-Life 2: Deathmatch
0,53,0,0,,0.0,2015-04-09,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/q6zuftown9btewi87jir.png,Bossa Studios,PC,https://images.igdb.com/igdb/image/upload/t_original/co24wg.png,Bossa Studios,,Collection,"I am Bread is an action-adventure simulation game. It puts the player in control of a slice of bread and the aim of each level is to turn the bread into toast. If the bread, before becoming toast, touches objects the ""edible"" meter will go down. Objects and substances that can make this go down can be water and the floor. To control the bread the player must use the arrow keys or an analog stick. The levels are based on the seven days of the week.",I am Bread
