Completion %,Critic Rating,Format,My Rating,Date Finished,Hours Played,Release Date,Date Started,HLTB Complete,HLTB Extras,HLTB Story,Banner URL,Developer,Platform,Poster URL,Publisher,Review,Status,Summary,Title
100,91,1,10,2022-01-28,95.0,2020-05-29,2021-12-07,142.2463888888889,84.87361111111112,57.861666666666665,https://images.igdb.com/igdb/image/upload/t_original/sc6z07.png,Monolith Soft,Switch,https://images.igdb.com/igdb/image/upload/t_original/co27kt.png,Nintendo,,Completed,"Discover the origins of Shulk as he and his companions clash against a seemingly-unstoppable mechanical menace. Wield a future-seeing blade, chain together attacks, and carefully position your party members in strategic, real-time combat as you journey across a massive world.",Xenoblade Chronicles: Definitive Edition
100,0,2,8,2022-06-15,4.0,2021-01-04,2022-06-10,7.443333333333333,6.7425,5.873611111111111,https://images.igdb.com/igdb/image/upload/t_original/sc7xwj.png,Zeboyd Games,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1vdz.png,Limited Run Games,,Completed,Eldritch horror saves Christmas for fun & profit in this fast-paced turn-based JRPG comedy.,Cthulhu Saves Christmas
100,82,2,10,2022-06-23,31.0,2022-06-17,2022-06-15,71.3963888888889,28.21611111111111,21.004722222222224,https://images.igdb.com/igdb/image/upload/t_original/sc752r.png,OMOCAT,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1xlp.png,OMOCAT,,Completed,"A turn-based surreal horror RPG in which a child traverses various mundane, quirky, humourous, mysterious and horrific lands with his friends in search of a missing person while confronting his past and his fears. Explore a strange world full of colorful friends and foes. When the time comes, the path you’ve chosen will determine your fate... and perhaps the fate of others as well.",Omori
100,85,2,10,2022-07-06,108.0,2017-12-01,2022-06-15,257.1063888888889,106.3725,63.2925,https://images.igdb.com/igdb/image/upload/t_original/dh1tkaotkbtyh978mtag.png,Monolith Soft,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1o5h.png,Nintendo,,Completed,"The next adventure is on the Nintendo Switch console set on the backs of colossal, living Titans. Discover each Titan's diverse regions, culture, wildlife, equipment, and hidden secrets. Find, bond with, and command weaponized life forms known as Blades to earn abilities and enhance them. Uncover the history of Alrest and the mystery of its endless ocean of clouds.",Xenoblade Chronicles 2
100,83,2,8,2022-07-16,34.0,2017-08-29,2022-07-06,46.43,30.08861111111111,21.501944444444444,https://images.igdb.com/igdb/image/upload/t_original/ylecl9k09s5ou1kwwuxc.png,Ubisoft Milan,Switch,https://images.igdb.com/igdb/image/upload/t_original/co2274.png,,,Completed,"This is the story of an unexpected encounter between Mario and the irreverent Rabbids. The Mushroom Kingdom has been torn apart by a mysterious vortex, transporting the Rabbids into the once-peaceful area, splintering this beloved land. To bring order back to the Kingdom, Mario, Luigi, Princess Peach, and Yoshi team up with Rabbids heroes in a journey through four different worlds.",Mario + Rabbids Kingdom Battle
100,80,2,8,2022-07-21,15.0,2022-07-08,2022-07-16,15.466111111111111,10.143055555555556,8.657777777777778,https://images.igdb.com/igdb/image/upload/t_original/scfu0h.png,MONKEYCRAFT Co. Ltd,Switch,https://images.igdb.com/igdb/image/upload/t_original/co4tns.png,Bandai Namco Entertainment,,Completed,Klonoa is back! Klonoa Phantasy Reverie Series brings back Klonoa: Door to Phantomile and Klonoa 2: Lunatea’s Veil remastered in one collection to fans new and old. Get ready to set off on an adventure to save the world!,Klonoa Phantasy Reverie Series
100,90,2,10,2022-09-03,129.0,2022-07-29,2022-07-21,169.7461111111111,100.62666666666667,62.30111111111111,https://images.igdb.com/igdb/image/upload/t_original/scftr4.png,Monolith Soft,Switch,https://images.igdb.com/igdb/image/upload/t_original/co4ocq.png,Nintendo,,Completed,"A vast world awaits in Xenoblade Chronicles 3, the next game in the acclaimed RPG series from developer Monolithsoft. Players will step into the roles of protagonists Noah and Mio amid turmoil between the hostile nations of Keves and Agnus. Six characters hailing from those nations will take part in a grand tale with “life” as its central theme. Explore a new world that will connect the futures of both Xenoblade Chronicles and Xenoblade Chronicles 2.",Xenoblade Chronicles 3
0,0,0,0,,0.0,2023-04-25,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scmczh.png,Monolith Soft,Switch,https://images.igdb.com/igdb/image/upload/t_original/co6ehi.png,Nintendo,,Backlog,A new original story scenario for Xenoblade Chronicles 3.,Xenoblade Chronicles 3: Future Redeemed
100,78,0,10,2022-09-10,31.0,2022-07-22,2022-09-03,30.655,26.395555555555557,22.240277777777777,https://images.igdb.com/igdb/image/upload/t_original/scftoh.png,Square Enix,Switch,https://images.igdb.com/igdb/image/upload/t_original/co4hc1.png,Square Enix,,Completed,"Previously unreleased outside of Japan, the RPG game Live a Live is releasing on the Nintendo Switch system in the HD-2D style!

Seven different stories featuring different protagonists, time periods, and gameplay styles await. In The Wild West, a wanderer with a bounty on his head fights for his life. In the Twilight of Edo Japan, a shinobi undertakes a secret mission. Experience these tales in any order you choose—the adventure is yours to control. What other stories will you uncover on the horizon...?",Live A Live
100,85,1,10,2022-10-16,54.0,2018-06-29,2022-09-10,68.74916666666667,50.53777777777778,37.19861111111111,https://images.igdb.com/igdb/image/upload/t_original/bhhznpozl6azfvedcufh.png,Nihon Falcom,Switch,https://images.igdb.com/igdb/image/upload/t_original/co234k.png,NIS America,,Completed,"Ys returns with a brand new adventure for the first time in 8 years! Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island.",Ys VIII: Lacrimosa of Dana
100,87,1,9,2022-10-17,30.0,2022-03-25,2022-09-10,25.88277777777778,15.401388888888889,10.333055555555555,https://images.igdb.com/igdb/image/upload/t_original/scdrv5.png,HAL Laboratory,Switch,https://images.igdb.com/igdb/image/upload/t_original/co3vlw.png,Nintendo,,Completed,"Join Kirby in an unforgettable journey through a mysterious world in a delightful 3D platforming adventure. Take control of the powerful pink puffball, Kirby, and move around freely in 3D stages as you discover a mysterious world with abandoned structures from a past civilization - like a shopping mall?! Copy enemies’ abilities like Sword and Ice and use them to attack and explore your surroundings! What journey awaits Kirby? Take a deep breath and get ready for an unforgettable adventure!",Kirby and the Forgotten Land
100,0,1,10,2023-01-06,52.0,2022-12-13,2022-12-13,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/schgi7.png,,Switch,https://images.igdb.com/igdb/image/upload/t_original/co5afd.png,,,Completed,"Crisis Core: Final Fantasy VII - Reunion is an HD remaster of the smash hit prequel to Final Fantasy VII. In addition to all graphics being remastered in HD, fully voiced dialogue and new soundtrack arrangements make for a dynamic new retelling of a beloved classic.",Crisis Core: Final Fantasy VII - Reunion
100,91,2,10,2023-01-26,62.0,2019-09-27,2023-01-06,130.56027777777777,89.25916666666667,57.89138888888889,https://images.igdb.com/igdb/image/upload/t_original/sc6h3y.png,Square Enix,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1x9f.png,Nintendo,,Completed,"Ready for a grand adventure filled with memorable characters, an enchanting story and classic RPG gameplay that can be taken on the go? This definitive version of the critically acclaimed game features the same sprawling content of the original, but with newly added character-specific stories, fully orchestrated field and battle music, and the ability to switch between not only between HD and retro-inspired 16-bit visuals, but also Japanese and English voice track.",Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition
100,95,2,10,2023-02-25,120.0,2019-04-16,2023-01-26,147.74805555555557,69.88277777777778,45.8225,https://images.igdb.com/igdb/image/upload/t_original/sc9ie7.png,Square Enix,Switch,https://images.igdb.com/igdb/image/upload/t_original/co30so.png,Square Enix,,Completed,"Final Fantasy X HD Remaster was released individually in the Japan and Asia regions. Outside of these regions, only Final Fantasy X has a physical release, but it includes a download code for Final Fantasy X-2. Those who pick up both Final Fantasy X and Final Fantasy X-2 on PlayStation Vita can swap saves between systems to transfer data between the standalone Vita version and the PlayStation 3 counterpart.",Final Fantasy X HD Remaster
0,92,2,0,,0.0,2019-04-16,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc9iey.png,Square Enix,Switch,https://images.igdb.com/igdb/image/upload/t_original/co30sp.png,Square Enix,,Backlog,"Final Fantasy X-2 HD Remaster was released individually in the Japan and Asia regions. Outside of these regions, only Final Fantasy X has a physical release, but it includes a download code for Final Fantasy X-2. Those who pick up both Final Fantasy X and Final Fantasy X-2 on PlayStation Vita can swap saves between systems to transfer data between the standalone Vita version and the PlayStation 3 counterpart.",Final Fantasy X-2 HD Remaster
100,55,2,5,2023-03-15,5.0,2021-09-09,2023-03-10,9.018333333333333,7.520277777777777,6.238888888888889,https://images.igdb.com/igdb/image/upload/t_original/axceu7fq9wwhqxspcpnv.png,Next Stage Inc.,Switch,https://images.igdb.com/igdb/image/upload/t_original/co2t7e.png,Next Stage Inc.,,Completed,"Ultra Age follows the story of a young warrior named Age, who embarks on a mission to save humankind from extinction. He must use his blades to cut through robotic and mutant foes, explore futuristic locales, and unravel a vast conspiracy concerning the fate of the planet.",Ultra Age
0,0,0,0,,0.0,2020-05-29,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/c9cpud6rn2qcpud2ksca.png,2K Australia,Switch,https://images.igdb.com/igdb/image/upload/t_original/co54yw.png,2K Games,,Backlog,"BioShock 2 Remastered was released as a part of BioShock: The Collection and also available separately for PC. The remastered version has achievements, full controller support, high resolution textures, models and interface, and 4K resolution support.",BioShock 2 Remastered
100,0,2,10,2023-03-24,9.0,2020-05-29,2023-03-15,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/o6u0eng2qsww2dt3oiou.png,2K Australia,Switch,https://images.igdb.com/igdb/image/upload/t_original/co54yu.png,2K Games,,Completed,"BioShock Remastered was released as a part of BioShock: The Collection and also available separately for PC. The remastered version has achievements, full controller support, high resolution textures, models and interface, and 4K resolution support.",BioShock Remastered
100,81,1,10,2023-04-16,15.0,2019-04-02,2023-04-09,27.61861111111111,20.326666666666668,17.065277777777776,https://images.igdb.com/igdb/image/upload/t_original/hgtfxjaobemkyn0l69pc.png,Kaiko,Switch,https://images.igdb.com/igdb/image/upload/t_original/co24hi.png,Nordic Games Group,,Completed,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth.

Brought before the sacred Charred Council, War is indicted for his crimes and stripped of his powers. Dishonored and facing his own death, War is given the opportunity to return to Earth to search for the truth and punish those responsible.

Hunted by a vengeful group of Angels, War must take on the forces of Hell, forge uneasy alliances with the very demons he hunts, and journey across the ravaged remains of the Earth on his quest for vengeance and vindication.",Darksiders: Warmastered Edition
100,74,1,10,2023-04-26,17.0,2019-09-25,2023-04-16,52.12583333333333,30.142777777777777,19.774444444444445,https://images.igdb.com/igdb/image/upload/t_original/v173m82itdadxgpiv20o.png,Vigil Games,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1qql.png,THQ Nordic,,Completed,"A remastered version of the 2012 release, Darksiders II.

Awakened by the End of Days, Death, the most feared of the legendary Four Horsemen, embarks upon a quest to restore mankind, and redeem his brother's name. Along the way, the Horseman discovers that there are far worse things than an earthly Apocalypse, and that an ancient grudge may threaten all of Creation.

Darksiders II follows the exploits of Death, one of the four horsemen of the Apocalypse, in an action-packed tale that runs parallel to the events in the original Darksiders game. This epic journey propels Death across an expansive gameworld as he tries to redeem his brother, War, the horseman blamed for prematurely starting the Apocalypse in Darksiders.

Like the original Darksiders game before it, the second iteration of the series is primarily a hack 'n slash adventure. The game takes place across netherworld environments, including 'The White city', an outpost where angels live, and 'The Eternal Throne', a floating fortress where the Lords of the Dead stand guard over souls that need to be cleansed. Although Death is the most feared of the Four Horsemen, his physical abilities are very different than his brother, War. Death is far more nimble, and relies on a combination of melee and ranged attacks. In combat Death's primary weapon is his huge iconic scythe, with a wide range of other weapons and usable items that must be gathered as the game progresses. Weapons can be dual-wielded, upgradable armor can be acquired for protection and Death has access to his terrifying and powerful mount, Despair.",Darksiders II: Deathinitive Edition
100,64,1,5,2023-05-02,11.0,2021-09-30,2023-04-26,31.558055555555555,19.049722222222222,14.117222222222223,https://images.igdb.com/igdb/image/upload/t_original/pbiodcvr1grkmzf5u1eq.png,Gunfire Games,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1qqk.png,THQ Nordic,,Completed,"Return to an apocalyptic planet Earth in Darksiders III, a hack-n-slash action adventure where players take on the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins. The Charred Council calls upon Fury to battle from the heights of heaven down through the depths of hell in a quest to restore humanity and prove that she is the most powerful of the Horsemen. As a mage, FURY relies on her whip and magic to restore the balance between good and evil. The expansive, Darksiders III game world is presented as an open-ended, living, free-form planet Earth that is dilapidated by war and decay, and overrun by nature. FURY will move back and forth between environments to uncover secrets while advancing the Darksiders III story.",Darksiders III
100,74,1,10,2023-05-07,12.0,2020-02-14,2023-05-02,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc6qj5.png,Airship Syndicate,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1n1f.png,THQ Nordic,,Completed,"In this Action RPG spin-off, the fourth Horseman of the Apocalypse Strife is called upon to save humankind from certain destruction at the hands of Lucifer. True to its roots, Darksiders Genesis will feature intense combat, exploration, puzzle-solving, epic boss battles and serpent holes from heaven to hell. The game marks the first, full-scale Darksiders adventure played from the top-down perspective.",Darksiders Genesis
100,74,2,7,2023-05-09,10.0,2019-02-07,2023-05-07,11.494722222222222,8.587777777777777,6.918055555555555,https://images.igdb.com/igdb/image/upload/t_original/otev2ibwz1upkyyyrnxc.png,Bloober Team,Switch,https://images.igdb.com/igdb/image/upload/t_original/co256h.png,Aspyr Media,,Completed,"Observer is a first person perspective horror game that focuses on a dark, atmospheric environment and deep story telling.",Observer
100,89,1,10,2023-07-18,28.0,2022-10-06,2023-07-04,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/schmdl.png,PlatinumGames,Switch,https://images.igdb.com/igdb/image/upload/t_original/co5jbj.png,Square Enix,,Completed,"NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.

The NieR: Automata - The End of YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG.",Nier: Automata - The End of Yorha Edition
100,85,2,8,2023-08-16,16.0,2018-08-02,2023-07-30,30.724444444444444,21.045277777777777,16.33388888888889,https://images.igdb.com/igdb/image/upload/t_original/gvrslqqsaao7kjcxwllw.png,Ska Studios,Switch,https://images.igdb.com/igdb/image/upload/t_original/xszzunhatlbhoeznqovc.png,Ska Studios,,Completed,"""Salt and Sanctuary seamlessly combines fast, brutal, and complex 2D combat with richly developed RPG mechanics. Discover, craft, and upgrade over 600 weapons, armor pieces, spells, and items as you explore a cursed realm of forgotten cities, blood-soaked dungeons, desecrated monuments, and the fallen lords they once celebrated.""",Salt and Sanctuary
0,0,0,0,,0.0,2024-12-31,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scahph.png,Rabbit & Bear Studios,Switch,https://images.igdb.com/igdb/image/upload/t_original/co2u97.png,505 Games,,Wishlist,Eiyuden Chronicles: Hundred Heroes is designed to bring players a modern take on a classic JRPG experience. Get ready to lead 100+ playable characters through a war-torn world only you can save.,Eiyuden Chronicle: Hundred Heroes
0,93,0,0,,0.0,2023-02-08,,17.28638888888889,15.568055555555556,13.577777777777778,https://images.igdb.com/igdb/image/upload/t_original/scl69w.png,Retro Studios,Switch,https://images.igdb.com/igdb/image/upload/t_original/co658o.png,Nintendo,,Wishlist,"Get behind the visor of intergalactic bounty hunter Samus Aran in her critically-acclaimed first-person adventure.

Step into the boots of Samus Aran as you navigate the winding paths and interconnected environments of an alluring-yet-dangerous alien planet. Use powers like the iconic Morph Ball and Grapple Beam to revisit hard-to-reach areas and find a path forward. With revamped graphics, sound, unlockable art, and updated control schemes, Samus’ 3D platforming debut has reached greater heights. Calm and capable, Samus takes on this solo mission...but she is far from alone.",Metroid Prime Remastered
0,68,0,0,,0.0,2023-04-27,,5.043888888888889,4.772222222222222,4.667222222222223,https://images.igdb.com/igdb/image/upload/t_original/scagoh.png,Dimfrost Studio,Switch,https://images.igdb.com/igdb/image/upload/t_original/co6f01.png,Dimfrost Studio,,Wishlist,"Bramble: The Mountain King is a grim adventure set in a world inspired by dark, Nordic fables.

Explore the beautiful yet dangerous and twisted land of Bramble in your endeavour to rescue your sister. Traverse a wondrous landscape and survive deadly encounters with Bramble's many hideous creatures.

Not everything in Bramble is exactly how it seems - in this strange land with creatures big and small, you must be careful when to approach and when to hide. Many hungry and spiteful beasts lurk in these forests and caves. Watch your step....",Bramble: The Mountain King
0,89,0,0,,0.0,2023-02-24,,91.73277777777778,82.05333333333333,60.470555555555556,https://images.igdb.com/igdb/image/upload/t_original/scix0e.png,Square Enix,Switch,https://images.igdb.com/igdb/image/upload/t_original/co684z.png,Square Enix,,Wishlist,"This game is a brand-new entry in the Octopath Traveler series. It takes the series’ HD-2D graphics, a fusion of retro pixel art and 3DCG, to even greater heights.
In the world of Solistia, eight new travelers venture forth into an exciting new era.
Where will you go? What will you do? Whose tale will you bring to life?
Every path is yours to take. Embark on an adventure all your own.",Octopath Traveler II
0,91,0,0,,0.0,2022-12-08,,55.13666666666666,43.80694444444445,32.423611111111114,https://images.igdb.com/igdb/image/upload/t_original/sc7l05.png,Ark Heiral,Switch,https://images.igdb.com/igdb/image/upload/t_original/co544u.png,Deck13 Spotlight,,Wishlist,"Take up your sword, channel your magic or board your Mech. Chained Echoes is a 16-bit SNES style RPG set in a fantasy world where dragons are as common as piloted mechanical suits.",Chained Echoes
50,71,1,0,,8.0,2022-11-08,2023-07-30,25.88138888888889,20.779444444444444,16.348055555555554,https://images.igdb.com/igdb/image/upload/t_original/scf130.png,Sonic Team,Switch,https://images.igdb.com/igdb/image/upload/t_original/co5p52.png,Sega,,Backlog,"Worlds will collide in Sonic the Hedgehog’s newest adventure.

An experience like never before, accelerate to new heights and experience the thrill of high velocity open-zone freedom. Battle powerful enemies as you speed through the Starfall Islands - landscapes brimming with dense forests, overflowing waterfalls, sizzling deserts and more!",Sonic Frontiers
0,0,0,0,,0.0,2023-08-18,,24.086111111111112,11.908888888888889,10.105555555555556,https://images.igdb.com/igdb/image/upload/t_original/sc8fqc.png,Team Reptile,Switch,https://images.igdb.com/igdb/image/upload/t_original/co4h1e.png,Team Reptile,,Backlog,"Bomb Rush Cyberfunk, an indie action-adventure platformer, features 1 second per second of highly advanced funkstyle. In a world where self-styled crews are equipped with personal boostpacks, new heights of graffiti are reached. Start your own cypher and dance, paint, trick, face off with the cops and stake your claim to the extrusions and cavities of a sprawling metropolis in an alternate future.",Bomb Rush Cyberfunk
0,0,0,0,,0.0,2024-12-31,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scixom.png,Konami,Switch,https://images.igdb.com/igdb/image/upload/t_original/co5aak.png,Konami,,Wishlist,A hero's destiny is written in the Stars. The legendary Konami JRPGs Suikoden I and Suikoden II have now been remastered in HD!,Suikoden I & II HD Remaster: Gate Rune and Dunan Unification Wars
0,0,0,0,,0.0,2023-12-31,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scahhe.png,Pixelated Milk,Switch,https://images.igdb.com/igdb/image/upload/t_original/co39rk.png,Pixelated Milk,,Wishlist,"A modern JRPG-inspired game with a unique battle system, rich story, fantastic visuals and music by Motoi Sakuraba.",SacriFire
0,68,0,0,,0.0,2018-11-20,,570.1725,270.99888888888887,59.59,https://images.igdb.com/igdb/image/upload/t_original/jtlpukx1leehhkoi3cjb.png,Studio Wildcard,Switch,https://images.igdb.com/igdb/image/upload/t_original/co493k.png,Studio Wildcard,,Backlog,"Ark: Survival Evolved takes on the survival genre with a unique blend of emergent multiplayer cooperation and competition. Players awake naked and starving on the beach of a mysterious island among a herd of other confused humans. On ARK, they must then hunt, harvest, craft, research technology, and build shelters to protect against scorching days, freezing nights, volatile weather systems, dangerous wildlife, and potential enemies.

Use cunning strategy and tactics to tame and ride the many dinosaurs and other primeval creatures roaming the dynamic, persistent ecosystems across land, sea, air, and even underground. Build your character’s strengths and gain items, skills, and pet creatures using in-depth role-playing systems. Start a tribe with hundreds of other players to survive and dominate competing tribes...and ultimately discover the ARK’s true purpose.",Ark: Survival Evolved
0,83,0,0,,0.0,2022-04-12,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/hhnjujaeqjwyuayr8u1y.png,Vanillaware,Switch,https://images.igdb.com/igdb/image/upload/t_original/co2uls.png,Atlus,,Backlog,"Uncover the truth and delve into a 2D sidescrolling adventure featuring gorgeous art and environments. Then, battle the kaiju in fast-paced, top-down combat. Customize the Sentinels with an arsenal of mechsuit weaponry, and fight to defend humanity!",13 Sentinels: Aegis Rim
0,77,0,0,,0.0,2019-09-11,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/g0zhoogtoi9rghr7oqji.png,Frictional Games,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1h9a.png,Frictional Games,,Backlog,"From the creators of SOMA, Amnesia Collection for PS4 brings together all three titles from Frictional Games and The Chinese Room, including Amnesia: The Dark Descent (2010), the expansion Amnesia: Justine (2011), and the sequel Amnesia: A Machine for Pigs (2013).",Amnesia: Collection
0,0,0,0,,0.0,2019-05-17,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/ztcbwupzwqnkierq8xoy.png,Ludic Studios,Switch,https://images.igdb.com/igdb/image/upload/t_original/co28tt.png,QubicGames S.A.,,Backlog,"2121 A.D, with no escape options, Akane prepares for her final battle in the rain-soaked neon streets of Mega-Tokyo. Akane is an arena arcade slasher. Take out as many yakuza as possible, slashing and shooting in a one-hit-one-kill fight to the death.",Akane
30,96,0,0,,4.0,2017-10-27,2023-08-01,61.92166666666667,26.926944444444445,12.651111111111112,https://images.igdb.com/igdb/image/upload/t_original/hj3spi7odlvp4pfvnwtv.png,Nintendo,Switch,https://images.igdb.com/igdb/image/upload/t_original/co1mxf.png,Nintendo,,Backlog,"Explore incredible places far from the Mushroom Kingdom as you join Mario and his new ally Cappy on a massive, globe-trotting 3D adventure. Use amazing new abilities, like the power to capture and control objects, animals, and enemies to collect Power Moons so you can power up the Odyssey airship and save Princess Peach from Bowser’s wedding plans!",Super Mario Odyssey
0,0,0,0,,0.0,2014-11-18,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/swsxit5oufamlusimiks.png,,Vita,https://images.igdb.com/igdb/image/upload/t_original/co3a7z.png,,,Backlog,"What time is it? It’s time to join Finn (the human) and his best bro Jake (the shape shifting dog) on an original heroic adventure through the mysterious Nameless Kingdom. Go on epic quests, solve puzzles and uncover secrets by exploring a new realm created exclusively for the video game.",Adventure Time: The Secret of the Nameless Kingdom
0,65,0,0,,0.0,2016-06-28,,15.899444444444445,11.212222222222222,9.187222222222223,https://images.igdb.com/igdb/image/upload/t_original/h5ngmngyortvymsqkckp.png,Square Enix,Vita,https://images.igdb.com/igdb/image/upload/t_original/co2nev.png,Square Enix,,Backlog,"Adventures of Mana is a remastered version of the 'Final Fantasy Adventure', known as 'Mystic Quest' in Europe, which become the first game in the Mana series.

""This remastered version offers fans the enhanced visuals, revamped menus and a rearranged soundtrack from the game’s original composer. The background music for the original Game Boy version will be available on all platforms.""",Adventures of Mana
0,0,0,0,,0.0,2014-04-22,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/qfigagiertoaai6fzsbf.png,Finish Line Games,Vita,https://images.igdb.com/igdb/image/upload/t_original/co1x9o.png,Finish Line Games,,Backlog,"A HD reimagining of the 2001 cartoon car combat game for Xbox, Gamecube and PS2.",Cel Damage HD
0,81,0,0,,0.0,2017-10-24,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/wiql2dizx0tcewzbbtnt.png,5pb.,Vita,https://images.igdb.com/igdb/image/upload/t_original/co26xc.png,5pb.,,Backlog,"Chaos;Child is the fourth game in the Science Adventure series, set six years after the events of Chaos;Head. It is also described as a ""Delusional Science Adventure"".",Chaos;Child
0,87,0,0,,0.0,2014-07-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/qvqgevhu1pelc27wazox.png,Ubisoft Montreal,Vita,https://images.igdb.com/igdb/image/upload/t_original/co21q2.png,,,Backlog,"The Black Queen has stolen the Sun, the Moon and the Stars. You play as Aurora, a young princess with a pure heart whose soul is brought to the kingdom of Lemuria. Embark on a quest to recapture the three sources of light, defeat the Black Queen and restore the kingdom of Lemuria.",Child of Light
0,67,0,0,,0.0,2014-04-25,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/fhmau80rshyvmgetl347.png,Kadokawa Games,Vita,https://images.igdb.com/igdb/image/upload/t_original/co2zz2.png,Kadokawa Games,,Backlog,"A first-person RPG dungeon crawler that uses a team of five characters from five races with seven classes. The main character has a unique class while the other characters can be customized. The game uses turn-based combat with random and visible encounters, items can be used to summon monsters at set points in each dungeon.",Demon Gaze
0,52,0,0,,0.0,2013-06-19,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/v20yj7nxrqc6tbgr6hqi.png,Junction Point Studios,Vita,https://images.igdb.com/igdb/image/upload/t_original/co6okx.png,Disney Interactive Studios,,Backlog,Unleash the power of the brush in an all new co-op adventure. Join Mickey and Oswald in an epic battle to save the magical world of Wasteland and change it forever. Interact with your favorite characters like never before in the most heroic adventure yet.,Epic Mickey 2: The Power of Two
0,80,0,0,,0.0,2013-10-11,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/rtmkclzgajlc5azgzbw8.png,Vanillaware,Vita,https://images.igdb.com/igdb/image/upload/t_original/co3wc6.png,Atlus,,Backlog,"Dragon's Crown is a multiplayer hack-and-slash beat'em up game with breathtaking visual style, a design built around cooperative play, epic boss fights, and the ability to discover a new adventure in every play session. Developer Vanillaware deftly marries stunning hand-drawn and animated art work with deep, action-packed hardcore gameplay. Dragon's Crown allows up to four players to team up locally or online to clear out monster-ridden dungeons, discover precious treasure, and destroy awe-inspiring bosses. Its unique, highly replayable design means that every time players can boot up and log on, they can expect a different experience. Unparalleled in their unique style, Vanillaware painstakingly hand-paints every detail, be it a blade of grass or the scales on the game's impressive dragons. The game becomes a lush, vibrant storybook come to life when everything starts to animate in gorgeous full HD.",Dragon's Crown
0,0,0,0,,0.0,2016-10-18,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/a13iwryzukukjbzdifah.png,,Vita,https://images.igdb.com/igdb/image/upload/t_original/co3b6y.png,,,Backlog,"The game is set within modern day Tokyo, Japan, alongside a world on another planet, called “Protolexa.” There are a dozen young protagonists, all of whom are evil, soul-collecting gods who have become embroiled in the issues of all gods. The main focus of the game is dungeon crawling. You’ll be able to explore dungeons from a side-view perspective, while the characters are presented in a 3D, chibi-sized style. The characters can use various skills like jumping, dashing, and more to solve puzzles. The enemies are not randomized, they are presented on screen prior to battle.",Exist Archive: The Other Side of the Sky
0,69,0,0,,0.0,2017-01-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/jaaad6elvgi1byk5zxum.png,Marvelous,Vita,https://images.igdb.com/igdb/image/upload/t_original/co3q4x.png,Marvelous,,Backlog,"Fate/Extella is an upcoming action video game in the Fate/stay night series. The game is a single-player action game in which the player takes the role of a ""master"", who works together with spirits known as servants, who fight large numbers of enemies. The player can name the master, and can decide if they should be male or female. There are sixteen playable servants in the game, divided into eight classes: Saber, Archer, Lancer, Caster, Assassin, Rider, Berserker, and Extra Class. Different servants have different fighting styles: the Saber swordswoman Nero Claudius has powerful sword skills and balanced abilities; the Caster magus Tamamo no Mae can use magic skills; and the Saber swordswoman Attila uses a violent battle style.",Fate/Extella: The Umbral Star
